Date,Produce_Name,Category,Season,Market_Price_JPY_per_kg,Volume_Sold_kg,Temperature_C,Precipitation_mm,Humidity_percent,Transport_Disruption,Year,Month,Day,Quality_Grade,Storage_Days
2020-01-01,Apple,Fruit,Winter,256.20892691264044,5001.141841386051,28.62560161451422,19.936985685628798,65.92348712944923,0,2020,1,1,Standard,6
2020-01-02,Apple,Fruit,Winter,248.2716962353602,4738.923892366346,22.063511969178926,8.60686347378145,51.0578761039067,0,2020,1,2,Standard,13
2020-01-03,Apple,Fruit,Winter,258.09610672625865,4713.289390957677,13.290421227695848,6.40597484993485,63.42228806786629,0,2020,1,3,Premium,9
2020-01-04,Apple,Fruit,Winter,269.0378732051003,4796.45351862581,17.514482935770783,18.13306593903998,89.04080630097977,0,2020,1,4,Standard,2
2020-01-05,Apple,Fruit,Winter,247.0730828159583,4811.277812172909,21.14312608377634,3.8248425815224274,84.94222304908355,0,2020,1,5,Standard,7
2020-01-06,Apple,Fruit,Winter,247.07328803813525,4955.260886591973,17.76426021821259,12.308578300658532,63.175122681368705,0,2020,1,6,Standard,12
2020-01-07,Apple,Fruit,Winter,269.74016019384237,4708.7240320711535,7.998823543274245,8.114288483618955,73.51181620265488,0,2020,1,7,Standard,1
2020-01-08,Apple,Fruit,Winter,259.5929341144114,4579.547854499855,12.801601116300516,0.8216472991111057,83.89186982141976,0,2020,1,8,Premium,12
2020-01-09,Apple,Fruit,Winter,244.1315701758131,4851.642854162155,25.059900763840812,6.945769486113955,67.65097347000275,0,2020,1,9,Standard,7
2020-01-10,Apple,Fruit,Winter,256.7820005448246,4487.344755811745,26.535451152387935,5.304570450053491,50.71831455000604,0,2020,1,10,Standard,5
2020-01-11,Apple,Fruit,Winter,244.20727883984424,4800.675546956084,8.432500817889256,13.721823078869736,52.980418472745605,0,2020,1,11,Standard,10
2020-01-12,Apple,Fruit,Winter,244.1783780803718,4772.462111469249,28.809668809968116,18.975809953838365,70.41570885394826,0,2020,1,12,Standard,6
2020-01-13,Apple,Fruit,Winter,253.02452839457544,4693.253986572615,13.220565446215232,5.360943747572755,88.77757502703514,0,2020,1,13,Premium,9
2020-01-14,Apple,Fruit,Winter,226.0839969417775,4843.872513003326,21.557843468268,16.229318783033634,77.72838168875471,0,2020,1,14,Standard,3
2020-01-15,Apple,Fruit,Winter,228.43852709358708,4481.437555432537,23.795628648917027,1.1071963387681905,52.836647657542784,0,2020,1,15,Standard,7
2020-01-16,Apple,Fruit,Winter,242.97140588448784,4675.397989029369,25.298655865947087,10.762420200796264,57.57443503167451,0,2020,1,16,Standard,4
2020-01-17,Apple,Fruit,Winter,237.3396109958197,4831.870925249124,28.643742555648252,1.4110012741978917,80.852925728674,0,2020,1,17,Standard,1
2020-01-18,Apple,Fruit,Winter,253.92809165744092,4762.330820112275,12.822988700720565,18.680659822612785,83.6575903982498,0,2020,1,18,Standard,13
2020-01-19,Apple,Fruit,Winter,238.64969905598488,4601.216476534884,26.46266136378886,15.327025611147803,74.70778344754363,0,2020,1,19,Standard,6
2020-01-20,Apple,Fruit,Winter,232.34620373330887,5091.410549506397,8.292172585905176,13.158998224091846,75.77692678519267,0,2020,1,20,Standard,4
2020-01-21,Apple,Fruit,Winter,268.32060961151944,4485.161982299503,22.62602265883982,16.477927632493284,51.133498015335384,0,2020,1,21,Standard,1
2020-01-22,Apple,Fruit,Winter,247.1777962439183,4958.002458885756,23.549443237849648,12.950395911403263,83.14121038326034,0,2020,1,22,Standard,5
2020-01-23,Apple,Fruit,Winter,250.84410255859908,4831.218359581341,21.94308103003301,19.37888794348582,81.53100832683319,0,2020,1,23,Standard,12
2020-01-24,Apple,Fruit,Winter,232.1906476723318,4709.801299669581,11.307868403378825,14.27915895729543,60.361405764133885,0,2020,1,24,Standard,13
2020-01-25,Apple,Fruit,Winter,243.19521594343522,5139.086098804727,26.826078675380085,18.493172191644934,78.34706879862028,0,2020,1,25,Premium,1
2020-01-26,Apple,Fruit,Winter,251.3865323713733,4504.339971791837,9.221461584259874,10.34263784021276,58.594184256999924,1,2020,1,26,Standard,1
2020-01-27,Apple,Fruit,Winter,235.61258028222122,5005.7679333108945,6.340869788020771,2.341288259637253,51.613206442060516,0,2020,1,27,Standard,11
2020-01-28,Apple,Fruit,Winter,254.6962252293209,4926.635337461991,22.936624765297804,10.563554428460343,58.04546170361509,0,2020,1,28,Standard,5
2020-01-29,Apple,Fruit,Winter,242.49201637601496,4653.415876304596,16.886892880818344,2.537456561261866,57.14515507017198,0,2020,1,29,Standard,4
2020-01-30,Apple,Fruit,Winter,246.35382812758405,5046.723919374946,26.227450498966903,11.8498695835281,63.50991986939389,0,2020,1,30,Standard,12
2020-01-31,Apple,Fruit,Winter,242.47866734713253,4737.597360344547,14.584928526456475,9.649861210553258,66.73797988701833,0,2020,1,31,Standard,11
2020-02-01,Apple,Fruit,Winter,273.15347730636176,4691.971339324163,9.20696471269282,12.451507956655634,70.34155565990832,0,2020,2,1,Standard,10
2020-02-02,Apple,Fruit,Winter,249.83128469077582,4802.907944300365,25.911054811746745,0.20093962109663188,69.07015502033312,0,2020,2,2,Premium,6
2020-02-03,Apple,Fruit,Winter,236.77861338805127,4789.245184765634,18.72274079100179,3.896809833107282,60.82698423861157,0,2020,2,3,Standard,3
2020-02-04,Apple,Fruit,Winter,260.2818114012899,4860.752597625507,9.729894809758871,9.826608638242618,51.16682674296298,0,2020,2,4,Standard,4
2020-02-05,Apple,Fruit,Winter,234.73945437536221,4985.000472233632,23.009599964661145,19.010071231782696,74.20406488948603,0,2020,2,5,Standard,13
2020-02-06,Apple,Fruit,Winter,252.61079493755943,4387.239630664567,17.777840962237512,7.672180807103168,65.82979319389418,0,2020,2,6,Standard,3
2020-02-07,Apple,Fruit,Winter,225.5041234515028,5133.347431318116,20.107824556007998,8.487440521072694,61.94688629550199,0,2020,2,7,Standard,13
2020-02-08,Apple,Fruit,Winter,233.39767438876962,4500.513230449018,16.522458455164546,14.293921780132443,84.6776417132205,0,2020,2,8,Premium,2
2020-02-09,Apple,Fruit,Winter,252.46076544836404,4944.205413626511,25.71772459545016,12.075855145722361,79.86973231192638,0,2020,2,9,Standard,4
2020-02-10,Apple,Fruit,Winter,259.23083224994264,4929.186866115803,25.739067892076246,5.978523001966664,84.31062193489768,0,2020,2,10,Standard,2
2020-02-11,Apple,Fruit,Winter,252.14210351487466,4521.096196382588,22.734720545609655,8.216327911348555,69.79931178849844,0,2020,2,11,Standard,13
2020-02-12,Apple,Fruit,Winter,248.554396470147,4675.065160058348,7.635034434911557,4.353995977144649,55.237250085071096,0,2020,2,12,Standard,14
2020-02-13,Apple,Fruit,Winter,246.2362038051339,4547.678047277143,25.971346547601723,19.320429182604173,77.84885744485089,0,2020,2,13,Standard,10
2020-02-14,Apple,Fruit,Winter,231.51847512040715,4799.423418340218,21.775324513322744,2.6126876311471947,58.24295119748701,0,2020,2,14,Standard,1
2020-02-15,Apple,Fruit,Winter,241.00194739506614,4733.38340618752,22.42560415010749,7.436735691328389,67.64918676366867,0,2020,2,15,Standard,5
2020-02-16,Apple,Fruit,Winter,244.24201536300265,4934.722029638854,14.074571010096792,0.5167794444002238,52.60003155795554,0,2020,2,16,Standard,11
2020-02-17,Apple,Fruit,Winter,263.21402782773646,4945.991610085239,26.981988903925167,4.4355898386709285,83.0123360969193,0,2020,2,17,Standard,6
2020-02-18,Apple,Fruit,Winter,254.29522861960575,5007.660619059962,23.13429000587144,15.609422767603098,55.03762564190002,0,2020,2,18,Standard,5
2020-02-19,Apple,Fruit,Winter,227.96199805796581,4747.75640439451,7.814761663229861,4.023504645777589,86.1239002819724,0,2020,2,19,Standard,11
2020-02-20,Apple,Fruit,Winter,254.05104961743496,4687.90037716392,15.194450860154067,1.601268050579312,84.56922409046228,0,2020,2,20,Standard,14
2020-02-21,Apple,Fruit,Winter,245.18647149479605,4437.38000408183,27.159509049003542,9.489063596890466,68.58331057756985,0,2020,2,21,Standard,10
2020-02-22,Apple,Fruit,Winter,241.5384749961755,4631.133611719884,6.179917542434475,0.1993846946903699,79.77472817215963,0,2020,2,22,Premium,4
2020-02-23,Apple,Fruit,Winter,257.64595361051084,4904.7405585669385,29.03541549105124,1.6953230885266635,74.77780295272613,0,2020,2,23,Standard,6
2020-02-24,Apple,Fruit,Winter,262.88749403119937,5008.679094553649,21.97906420798907,16.1525173912595,82.12302569350979,0,2020,2,24,Premium,1
2020-02-25,Apple,Fruit,Winter,261.6410014889525,4444.9252181792535,20.784399441084418,15.429466897192128,67.27220403143647,0,2020,2,25,Standard,2
2020-02-26,Apple,Fruit,Winter,239.509780959717,4683.9582433708365,11.763981412199785,18.30277640809792,81.432339369774,0,2020,2,26,Standard,13
2020-02-27,Apple,Fruit,Winter,246.1348453018598,4764.044622098916,11.219794718479427,17.09030871821499,68.49827268260591,0,2020,2,27,Standard,7
2020-02-28,Apple,Fruit,Winter,254.14079289254454,4785.328267301198,28.551455487214888,13.663511264796362,87.63863151371174,0,2020,2,28,Standard,6
